User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
NST_Online,2022-09-08 13:03:15+00:00,3,Twitter Web App,station three malaysian medicalstudents from ucsiuniversity have been selected to undergo highimpact research at the harvard schools brigham and women hospital in unitedstates sept ,en,station three malaysian medicalstudents ucsiuniversity selected undergo highimpact research harvard school brigham woman hospital unitedstates sept ,0.0,1.0,0.0,0.0,neutral
IChemE,2022-09-06 15:18:20+00:00,3,Twitter Web App,congratulations being a global awardsfinalistichemeawards chemicalengineering scheme,en,congratulation global awardsfinalistichemeawards chemicalengineering scheme,0.0,0.562,0.438,0.5994,positive
ucsiuniversity,2022-09-06 07:50:06+00:00,2,Twitter Web App,congratulations to our mechatronics engineering student no went kent on the gold medal for world dodgeball championshiphe made all of us proud good job kent clappinghandsucsiuniversity us sports ucsiathlete goldmedal international championship,en,congratulation mechatronics engineering student went kent gold medal world dodgeball championshiphe made u proud good job kent clappinghandsucsiuniversity u sport ucsiathlete goldmedal international championship,0.05,0.59,0.361,0.9287,positive
NurulAqilahF,2022-09-06 06:16:11+00:00,0,Instagram,just posted a photoucsi university,en,posted photoucsi university,0.0,1.0,0.0,0.0,neutral
AgadirGroup,2022-09-06 03:50:45+00:00,0,WordPress.com,international science councils dr zakret joins us university,en,international science council dr zakret join u university,0.0,1.0,0.0,0.0,neutral
staronline,2022-09-06 03:11:53+00:00,2,TwitterRSSTSOLAgent,international science councils dr zakret joins us university,en,international science council dr zakret join u university,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-09-02 09:35:15+00:00,0,Twitter Web App,partypopper for trading lounge opening ceremonystudents can now venture into the world enhance their skill and participate in young investor championship monthly to win some exciting prizestrading stockmarket business management ucsiuniversity us,en,partypopper trading lounge opening ceremonystudents venture world enhance skill participate young investor championship monthly win exciting prizestrading stockmarket business management ucsiuniversity u,0.0,0.746,0.254,0.872,positive
ucsiuniversity,2022-09-02 09:18:54+00:00,0,Twitter Web App,us university welcomes its future graduates booksgraduationcapthe students were thrilled as their new beginnings start right here now at malaysias top private universityorientation ucsiorientationday ucsiuniversity registration newintake enrollment worldclassfaculty,en,u university welcome future graduate booksgraduationcapthe student thrilled new beginning start right malaysia top private universityorientation ucsiorientationday ucsiuniversity registration newintake enrollment worldclassfaculty,0.0,0.778,0.222,0.7506,positive
jmcheer1,2022-08-30 02:29:28+00:00,10,Twitter for iPhone,international conference on responsible tourism and hospitality northsoon at us university in faraway come alonginperson or onlinefaraway touching,en,international conference responsible tourism hospitality northsoon u university faraway come alonginperson onlinefaraway touching,0.0,0.881,0.119,0.3182,positive
PkStudyabroad,2022-08-25 10:25:40+00:00,0,Twitter Web App,us university trust graduate assistantships for international students in malaysiaapplication deadlineaugustlanguage requirementapplicants must have strong oral and written communication skill,en,u university trust graduate assistantships international student malaysiaapplication deadlineaugustlanguage requirementapplicants must strong oral written communication skill,0.0,0.732,0.268,0.765,positive
ucsicollege,2022-08-25 08:31:07+00:00,0,Instagram,great news we are offering suction fee waters up tofor all us students and calumnyucsiuniversity calumny privileges internationalschool his feewaiver,en,great news offering suction fee water tofor u student calumnyucsiuniversity calumny privilege internationalschool feewaiver,0.0,0.729,0.271,0.7717,positive
mypsa_official,2022-08-25 04:49:45+00:00,0,Twitter for iPhone,facebookucsi university pharmaceutical sciences students association ucsiupssainstagramdo help your local society to stand a chance win the gypsy best awardby hitting like button on favourite post,en,facebookucsi university pharmaceutical science student association ucsiupssainstagramdo help local society stand chance win gypsy best awardby hitting like button favourite post,0.0,0.568,0.432,0.9349,positive
mypsa_official,2022-08-25 04:49:44+00:00,0,Twitter for iPhone,are you aware that us university pharmaceutical sciences students association ucsiupssa is the student organisation for pharmacy school of us to know more about smilingfacewithhearteyes kindly follow their social media,en,aware u university pharmaceutical science student association ucsiupssa student organisation pharmacy school u know smilingfacewithhearteyes kindly follow social medium,0.0,0.893,0.107,0.5367,positive
mypsa_official,2022-08-25 04:49:41+00:00,0,Twitter for iPhone,gypsy local society spotlight ucsi university pharmaceutical sciences students association ucsiupssa ucsihello pharmily lets help us celebrate our for today us,en,gypsy local society spotlight ucsi university pharmaceutical science student association ucsiupssa ucsihello pharmily let help u celebrate today u,0.0,0.748,0.252,0.7506,positive
habsalone,2022-08-23 14:47:26+00:00,2,Twitter for Android,congratulations captain we need to play a novelty match us university vs sunday rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,en,congratulation captain need play novelty match u university v sunday rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,0.0,0.636,0.364,0.743,positive
azsamad,2022-08-22 12:21:08+00:00,25,Twitter for iPhone,am happy to announce that give been appointed as a member of the industry advisory panel for institute music us universityamp thank you prof dr pig than ha asset austin him wonderful staff at inviting me be part this,en,happy announce give appointed member industry advisory panel institute music u universityamp thank prof dr pig ha asset austin wonderful staff inviting part,0.0,0.652,0.348,0.9442,positive
ucsiuniversity,2022-08-22 07:42:44+00:00,2,Twitter Web App,us university was honoured to receive a courtesy visit from dr abraham banana minister consult amp education high commission of the federal republic siberia in malaysiaucsiuniversity topuniversity collaboration partnershipforthegoals sg globalengagement,en,u university honoured receive courtesy visit dr abraham banana minister consult amp education high commission federal republic siberia malaysiaucsiuniversity topuniversity collaboration partnershipforthegoals sg globalengagement,0.0,0.831,0.169,0.6908,positive
ucsiuniversity,2022-08-22 07:42:00+00:00,1,Twitter Web App,mr chondral a year veteran of the plantations industry gave an excellent analysis how palm oil industry can continue to demonstrate residence and sustainability in face mounting global threats during eminent person lecture seriessustainability palmoil,en,mr chondral year veteran plantation industry gave excellent analysis palm oil industry continue demonstrate residence sustainability face mounting global threat eminent person lecture seriessustainability palmoil,0.073,0.831,0.096,0.2263,positive
AutoCountSoft,2022-08-19 09:59:53+00:00,0,Twitter Web App,we are pleased to announce the signing of a memorandum understanding between us university and auto count son bed onaugustin conjunction diploma accounting launching ceremonyspecial thanks for recognition appreciationautocountucsi,en,pleased announce signing memorandum understanding u university auto count son bed onaugustin conjunction diploma accounting launching ceremonyspecial thanks recognition appreciationautocountucsi,0.0,0.818,0.182,0.7003,positive
ucsiuniversity,2022-08-19 09:17:59+00:00,0,Twitter Web App,world humanitarian day on augusthonours aid workers all over the worlducsiuniversity us worldhumanitarianday worldly reallifeheroes,en,world humanitarian day augusthonours aid worker worlducsiuniversity u worldhumanitarianday worldly reallifeheroes,0.0,1.0,0.0,0.0,neutral
fuckeveryuni,2022-08-18 23:45:24+00:00,0,"Cheap Bots, Done Quick!",middlefingerfuck us university in malaysia Malaysia,en,middlefingerfuck u university malaysia Malaysia,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-08-17 10:01:33+00:00,0,Twitter Web App,our vicechancellor prof dark dr sit hamisah taper has just announced the findings of healthcare work culture improvement task force that looked into workplace at government hospitals and clinics nationwide,en,vicechancellor prof dark dr sit hamisah taper announced finding healthcare work culture improvement task force looked workplace government hospital clinic nationwide,0.0,0.906,0.094,0.4588,positive
asiaeuniversity,2022-08-16 08:28:38+00:00,0,Twitter Web App,invited speaker makar dastaneassistant professorgraduate business schoolus university malaysiamoderatorprofessor dr show hung lokesenior adviserasia e universityobjectivei be able to describe the basis of interview data coming,en,invited speaker makar dastaneassistant professorgraduate business schoolus university malaysiamoderatorprofessor dr show hung lokesenior adviserasia e universityobjectivei able describe basis interview data coming,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-08-15 02:52:11+00:00,0,Twitter Web App,visit our camps or schedule a virtual consultation via room heremeeting idpasscode ucsiuniversity scholarship education opportunity worldclassfaculty undergraduate postgraduate tertiary openly studyabroad infoday,en,visit camp schedule virtual consultation via room heremeeting idpasscode ucsiuniversity scholarship education opportunity worldclassfaculty undergraduate postgraduate tertiary openly studyabroad infoday,0.0,0.882,0.118,0.4215,positive
ucsiuniversity,2022-08-12 01:38:30+00:00,0,Twitter Web App,today is international youth daybeing half of the worlds inhabitants a healthy generation has an snatched potential to contribute towards betterment our societyyouthday internationalday us ucsiuniversity internationalyouthday,en,today international youth daybeing half world inhabitant healthy generation snatched potential contribute towards betterment societyyouthday internationalday u ucsiuniversity internationalyouthday,0.0,0.903,0.097,0.4019,positive
CsmScholarships,2022-08-11 09:50:03+00:00,0,Twitter Web App,checkmarkbutton us university latest awards malaysia with the aid of study in trust graduate assistantships for acapply now backhandindexpointingdownbackhandindexpointingdownstudyabroad internationalstudents abroad scholarship latestsch,en,checkmarkbutton u university latest award malaysia aid study trust graduate assistantships acapply backhandindexpointingdownbackhandindexpointingdownstudyabroad internationalstudents abroad scholarship latestsch,0.0,0.769,0.231,0.743,positive
ucsiuniversity,2022-08-11 09:44:50+00:00,2,Twitter Web App,the today atmosphere portfolioshowcase begins today womanastronautmediumskintonecome and visit exhibition booths by overtalented students from de institute of creative arts amp designicaddesignstudents creativeindustry ucsiuniversity ftp freshgrads jobseekers,en,today atmosphere portfolioshowcase begin today womanastronautmediumskintonecome visit exhibition booth overtalented student de institute creative art amp designicaddesignstudents creativeindustry ucsiuniversity ftp freshgrads jobseekers,0.0,0.9,0.1,0.4404,positive
ucsiuniversity,2022-08-04 08:43:06+00:00,1,Twitter Web App,happening this august come and join us grinningfacewithsmilingeyescheckmarkbutton admission are open for september intakecheckmarkbutton up toscholarship availablefor more infoucsiuniversity scholarship educationundergraduate postgraduate degree openly studyabroad infoday,en,happening august come join u grinningfacewithsmilingeyescheckmarkbutton admission open september intakecheckmarkbutton toscholarship availablefor infoucsiuniversity scholarship educationundergraduate postgraduate degree openly studyabroad infoday,0.0,0.919,0.081,0.296,positive
ConsultantsNpi,2022-08-03 13:21:39+00:00,3,Twitter Web App,graduationcapgraduationcapMalaysiaMalaysiaMalaysiaMalaysiagraduationcapgraduationcapus university malaysiaMalaysia has been rangedin the world banking ofstudy at us malaysia with northpole consultant and earn one highly employable international recognised firstclass degrees,en,graduationcapgraduationcapMalaysiaMalaysiaMalaysiaMalaysiagraduationcapgraduationcapus university malaysiaMalaysia rangedin world banking ofstudy u malaysia northpole consultant earn one highly employable international recognised firstclass degree,0.0,1.0,0.0,0.0,neutral
PwC_Malaysia,2022-07-28 12:47:10+00:00,1,Sprout Social,happy to host the actuarial science student association assail our office this week it was great sharing about pwh malaysia and career opportunities with all of youthanks for coming mypwcexperience studentengagement,en,happy host actuarial science student association assail office week great sharing pwh malaysia career opportunity youthanks coming mypwcexperience studentengagement,0.0,0.672,0.328,0.9217,positive
ucsiuniversity,2022-07-28 03:06:17+00:00,2,Twitter Web App,those who conserve and preserve nature deserve to be part of natureamoy gadeworldnatureconservationday sg sustainability ucsiuniversityglobalgoals climatechange,en,conserve preserve nature deserve part natureamoy gadeworldnatureconservationday sg sustainability ucsiuniversityglobalgoals climatechange,0.0,1.0,0.0,0.0,neutral
yanxijie66,2022-07-27 11:00:03+00:00,0,Twitter for iPhone,good,en,good,0.0,0.0,1.0,0.4404,positive
ucsiuniversity,2022-07-27 02:19:42+00:00,1,Twitter Web App,dont miss out on this saturdays workshops social media digital marketing creative content creation and moreintothefuture ucsicommunityproject ucsiuniversity ftp digitalmarketing socialmedia treading contentcreator,en,dont miss saturday workshop social medium digital marketing creative content creation moreintothefuture ucsicommunityproject ucsiuniversity ftp digitalmarketing socialmedia treading contentcreator,0.0,0.756,0.244,0.6645,positive
ucsiuniversity,2022-07-26 09:58:54+00:00,2,Twitter Web App, students from the faculty of engineering technology amp built environment showcased their hydrophobia system design yesterday at block a us university camps showcase aims to nurtured presentation skill knowledge and tearworn abilitiesus garden,en, student faculty engineering technology amp built environment showcased hydrophobia system design yesterday block u university camp showcase aim nurtured presentation skill knowledge tearworn abilitiesus garden,0.081,0.838,0.081,0.0,neutral
ucsiuniversity,2022-07-26 08:23:30+00:00,1,Twitter Web App,the ucsimara tertiary education sponsorship programme is now live apply beforeoctoberand pursue your studies in medicine engineering mechatronics ai same chemical mechanical pharmacy asiatic science joy applyus mary university sum,en,ucsimara tertiary education sponsorship programme live apply beforeoctoberand pursue study medicine engineering mechatronics ai chemical mechanical pharmacy asiatic science joy applyus mary university sum,0.0,0.884,0.116,0.5859,positive
ucsiuniversity,2022-07-26 02:18:08+00:00,0,Twitter Web App,anchor spray art workshop in celebration of malaysias with national day Malaysiafollow us for moreplaybutton tiktoktanggal harimerdeka nationality harikebangsaan ucsiuniversity had top qsworlduniversityrankingsbysubject,en,anchor spray art workshop celebration malaysia national day Malaysiafollow u moreplaybutton tiktoktanggal harimerdeka nationality harikebangsaan ucsiuniversity top qsworlduniversityrankingsbysubject,0.0,0.924,0.076,0.2023,positive
ucsiuniversity,2022-07-22 13:20:13+00:00,0,Twitter Web App,take the opportunity to flaunt your creativity with us university runaway designer search globalwin attractive prizes by registeringbelow,en,take opportunity flaunt creativity u university runaway designer search globalwin attractive prize registeringbelow,0.0,0.553,0.447,0.8834,positive
WorldDengueDay,2022-07-22 09:00:00+00:00,11,Twitter Web App,the association between diabetes and obesity with tongue infectionssuper paperamp faculty of med university malay,en,association diabetes obesity tongue infectionssuper paperamp faculty med university malay,0.0,1.0,0.0,0.0,neutral
ABRSM,2022-07-22 08:48:55+00:00,8,Hootsuite Inc.,were supporting the overseas masters winter piano academy omaha as it returns to live additions will be held atmalaysia on satamp sunjuly with recorded auditionssent by monaugustlearn more,en,supporting overseas master winter piano academy omaha return live addition held atmalaysia satamp sunjuly recorded auditionssent monaugustlearn,0.0,0.903,0.097,0.4404,positive
ucsiuniversity,2022-07-21 09:35:23+00:00,0,Twitter Web App,us university has launched a book title issues and ideas in education for the new malaysia which offers perspective on system malaysia was written school of architecture built environment professor dr mood tajuddin rapid,en,u university launched book title issue idea education new malaysia offer perspective system malaysia written school architecture built environment professor dr mood tajuddin rapid,0.0,0.955,0.045,0.128,positive
shapiropeterson,2022-07-21 06:41:42+00:00,0,Twitter for iPhone,i literally anna fuck us up so much unrolling into university is the absolute worst decision give ever fucking made in my entire life you us,en,literally anna fuck u much unrolling university absolute worst decision give ever fucking made entire life u,0.248,0.752,0.0,-0.8225,negative
ucsiuniversity,2022-07-21 01:52:14+00:00,0,Twitter Web App,information open daysept intakecheckmarkbutton up toscholarshipscome on over and lets give you a touror via zoommeeting idpasscode for more informationscholarship education openly studyabroad,en,information open daysept intakecheckmarkbutton toscholarshipscome let give touror via zoommeeting idpasscode informationscholarship education openly studyabroad,0.0,1.0,0.0,0.0,neutral
MYEmbHelsinki,2022-07-19 13:06:48+00:00,4,Twitter Web App,cooperation and finding partners in the education sector continues we had a ve with explore areas for collaboration with finnish institutes of higher learning thank you to prof dark dr rohans eusol team from us very information discussion,en,cooperation finding partner education sector continues explore area collaboration finnish institute higher learning thank prof dark dr rohans eusol team u information discussion,0.0,0.935,0.065,0.3612,positive
ucsiuniversity,2022-07-18 00:37:30+00:00,0,Twitter Web App,take the opportunity to further your education with mary tertiary sponsorship programme test hurry now application is open fromjuly tilloctober us higher university learning academic opportunities students,en,take opportunity education mary tertiary sponsorship programme test hurry application open fromjuly tilloctober u higher university learning academic opportunity student,0.0,0.822,0.178,0.6597,positive
LabBottles,2022-07-16 17:25:58+00:00,1,Twitter Web App,development of tormented milk using foodgrade recombinant lactococcus lactic nzresearchersampcarried out the l nz culture and skin fomentation in doranregistered borosilicate bottlesbestinglass,en,development tormented milk using foodgrade recombinant lactococcus lactic nzresearchersampcarried l nz culture skin fomentation doranregistered borosilicate bottlesbestinglass,0.0,1.0,0.0,0.0,neutral
PkStudyabroad,2022-07-16 08:46:21+00:00,0,Twitter Web App,us university trust graduate assistantships for international students in malaysiaapplication deadlineaugust,en,u university trust graduate assistantships international student malaysiaapplication deadlineaugust,0.0,0.752,0.248,0.5106,positive
ucsiuniversity,2022-07-13 11:22:45+00:00,0,Twitter Web App,resigning higher education soaring upwardsprofessor dark in to dr sit hamisah into taper chief executive officer of us group and vicechancellor university recently coauthored a book title upwards,en,resigning higher education soaring upwardsprofessor dark dr sit hamisah taper chief executive officer u group vicechancellor university recently coauthored book title upwards,0.068,0.932,0.0,-0.2263,negative
ucsiuniversity,2022-07-12 07:59:43+00:00,0,Twitter Web App,are you familiar with the term blockchaindont wait register now and get a chance to know more about blockchainwinkingfaceregistration linking inquiries please contact ha ismailvia whatsapp our committees always here help,en,familiar term blockchaindont wait register get chance know blockchainwinkingfaceregistration linking inquiry please contact ha ismailvia whatsapp committee always help,0.0,0.734,0.266,0.8126,positive
ucsiuniversity,2022-07-09 03:01:46+00:00,3,Twitter Web App,seaman hair rays aidiladha from us group co and university vicechancellorhave a blessed festive season yellowheartus did eidmubarak harirayahaji ucsiuniversity selamathariraya,en,seaman hair ray aidiladha u group co university vicechancellorhave blessed festive season yellowheartus eidmubarak harirayahaji ucsiuniversity selamathariraya,0.0,0.723,0.277,0.7845,positive
whitehxle,2022-07-08 14:31:04+00:00,0,Twitter for Android,talkdr mood tajuddin rapid us university Malaysia the evolution and future of mosque architecture from perspective a global spiritualitytalkesther quaedackers amsterdam Netherlands conspicuous ardor sustainable building,en,talkdr mood tajuddin rapid u university Malaysia evolution future mosque architecture perspective global spiritualitytalkesther quaedackers amsterdam Netherlands conspicuous ardor sustainable building,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-07-08 09:00:00+00:00,0,Twitter Web App,we are also available onlineroom linkmeeting idpasscode tampc applyopenday enrollment ucsiuniversity registration newintake worldclassfaculty studyabroad scholarship,en,also available onlineroom linkmeeting idpasscode tampc applyopenday enrollment ucsiuniversity registration newintake worldclassfaculty studyabroad scholarship,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-07-08 08:00:00+00:00,0,Twitter Web App,learn more about was airline right here,en,learn airline right,0.0,1.0,0.0,0.0,neutral
ucsiuniversity,2022-07-08 07:49:56+00:00,0,Twitter Web App,want to know more about skyward come over the us career amp cook placement fairnowus careers jobs graduates work opportunities,en,want know skyward come u career amp cook placement fairnowus career job graduate work opportunity,0.0,0.822,0.178,0.4404,positive
MYembPhnomPenh,2022-07-08 07:29:31+00:00,10,Twitter Web App,he ambreceived a courtesy call by prof dato dr to klan ok pro vicechancellor of us university onjulyhe is in whom pen to meet with selected cambodian universities explore cooperation the field education,en,ambreceived courtesy call prof dato dr klan ok pro vicechancellor u university onjulyhe pen meet selected cambodian university explore cooperation field education,0.0,0.865,0.135,0.5719,positive
ucsiuniversity,2022-07-08 07:17:33+00:00,0,Twitter Web App,dayof us career amp cook placement fairdont miss the chance for opportunity a lifetimeus careers jobs walkininterview students graduates work,en,dayof u career amp cook placement fairdont miss chance opportunity lifetimeus career job walkininterview student graduate work,0.071,0.714,0.214,0.4939,positive
ucsiuniversity,2022-07-07 07:12:55+00:00,0,Twitter Web App,dont miss this opportunitywith the us career amp cook placement fairhappening onandjuly at dear levelblock c university ll campsoverindustry partners with more thanfulltime positions availableregister here,en,dont miss opportunitywith u career amp cook placement fairhappening onandjuly dear levelblock c university campsoverindustry partner thanfulltime position availableregister,0.0,0.85,0.15,0.4667,positive
AliMSWatson,2022-07-06 19:27:16+00:00,10,Twitter Web App,so delighted for theteamand many congratulations and ,en,delighted theteamand many congratulation ,0.0,0.4,0.6,0.8173,positive
StAndrewsIR,2022-07-06 17:50:48+00:00,19,Twitter Web App,well done for being highly commended in their category student engagement congratulations toandfor stopping the category iggas,en,well done highly commended category student engagement congratulation toandfor stopping category iggas,0.062,0.465,0.473,0.8908,positive
ThirdGenProject,2022-07-06 17:50:06+00:00,2,Twitter for iPhone,congratulations and ,en,congratulation ,0.0,0.204,0.796,0.5994,positive
greengowns,2022-07-06 17:35:33+00:00,4,TweetDeck,the winner of student engagement category for a small organisation congratulations iggas,en,winner student engagement category small organisation congratulation iggas,0.0,0.428,0.572,0.8934,positive
greengowns,2022-07-06 17:12:31+00:00,2,TweetDeck,the final highly commended award goes tomalaysia for their project be my virtual buddiescongratulations iggas,en,final highly commended award go tomalaysia project virtual buddiescongratulations iggas,0.0,0.651,0.349,0.7889,positive
cheekane,2022-07-04 23:34:34+00:00,0,IFTTT,sandbergsee do chamber music masterclass many thanks to drfor inviting nina and i us university in tula tumour bravo all the students for an enjoyable afternoon of hadn rachmaninoff beethoven mendelssohnviewer…,en,sandbergsee chamber music masterclass many thanks drfor inviting nina u university tula tumour bravo student enjoyable afternoon rachmaninoff beethoven mendelssohnviewer ,0.0,0.769,0.231,0.7964,positive
ucsiuniversity,2022-07-04 06:38:41+00:00,0,Twitter Web App,congratulations to the students from bachelor of mechatronics engineering with honoursfete ucsiuniversity ucsifetbe worldclass technologists undergraduate postgraduate ucsicongrats,en,congratulation student bachelor mechatronics engineering honoursfete ucsiuniversity ucsifetbe worldclass technologist undergraduate postgraduate ucsicongrats,0.0,0.813,0.187,0.5994,positive
TheSovereign13,2022-07-01 08:21:27+00:00,3,Twitter for Android,you would never congratulate nasi so why commemorate a genocidaire,en,would never congratulate nasi commemorate genocidaire,0.247,0.753,0.0,-0.3875,negative
ucsiuniversity,2022-07-01 08:00:00+00:00,2,Twitter Web App,happy independence day somaliathe fivepointed white star of unity represents areas where small ethnic group formed the majority djibouti somaliland former british protectorate region in ethiopia north eastern province sonya and somalia italian somaliland,en,happy independence day somaliathe fivepointed white star unity represents area small ethnic group formed majority djibouti somaliland former british protectorate region ethiopia north eastern province sonya somalia italian somaliland,0.0,0.899,0.101,0.5719,positive
ucsiuniversity,2022-07-01 03:00:01+00:00,1,Twitter Web App,happy independence day swandamthe flag has three colours blue yellow and green the light blue band represents happiness peace yellow symbolized economic development green hope for prosperity sun enlightenment,en,happy independence day swandamthe flag three colour blue yellow green light blue band represents happiness peace yellow symbolized economic development green hope prosperity sun enlightenment,0.0,0.646,0.354,0.9287,positive
ucsiuniversity,2022-07-01 02:03:58+00:00,0,Twitter Web App,get your best suits and vs ready for next weeks us career amp cook placement fairmore thancompanies with overjob positions available applicationregister the link belowus student careerfair jobfair,en,get best suit v ready next week u career amp cook placement fairmore thancompanies overjob position available applicationregister link belowus student careerfair jobfair,0.0,0.795,0.205,0.7717,positive
ucsiuniversity,2022-07-01 01:00:02+00:00,2,Twitter Web App,happy canada daythe flag of canada a red styled male leaf withpoints at the centre white background and vertical bands on left right side it represents cultural heritage nation symbolized hope peace tranquillity neutrality,en,happy canada daythe flag canada red styled male leaf withpoints centre white background vertical band left right side represents cultural heritage nation symbolized hope peace tranquillity neutrality,0.0,0.692,0.308,0.9169,positive
ucsiuniversity,2022-06-30 01:00:01+00:00,2,Twitter Web App,the democratic republic of congothe national flag cong french rameau de la république démocratique du is a sky blue flag adorned with yellow star in upper left canton and cut diagonal by red strike fimbriation,en,democratic republic congothe national flag cong french rameau de la république démocratique du sky blue flag adorned yellow star upper left canton cut diagonal red strike fimbriation,0.099,0.852,0.049,-0.2023,negative
