User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
snfzlh,2022-09-21 04:18:33+00:00,3,Twitter for Android,help the i am a final year student bachelor of consumer studies from faculty human colony up doing research about the influences social media on purchase behaviour among students in university put malaysia,en,help final year student bachelor consumer study faculty human colony research influence social medium purchase behaviour among student university put malaysia,0.0,0.917,0.083,0.4019,positive
IabsUpm,2022-09-21 03:39:30+00:00,1,Twitter Web App,call for submission deadline abstract submission oralposter octobervisit learn more and submit your work todayiabsuniversitiputramalaysiauniversitasbrawijaya,en,call submission deadline abstract submission oralposter octobervisit learn submit work todayiabsuniversitiputramalaysiauniversitasbrawijaya,0.0,1.0,0.0,0.0,neutral
snfzlh,2022-09-20 12:59:21+00:00,2,Twitter for Android,in a final year student bachelor of consumer studies from faculty human colony university put malaysia i am conducting research about the influences social media on purchase behaviour among students in,en,final year student bachelor consumer study faculty human colony university put malaysia conducting research influence social medium purchase behaviour among student,0.0,1.0,0.0,0.0,neutral
HIMASIERA,2022-09-16 06:03:24+00:00,0,Twitter for Android,get to know kasetsart university and university put malaysiahello sahabat seramanraisinghandwomanraisinghandthis year build the international relation will a great collaboration with universities in southeast asia university thailand malaysia,en,get know kasetsart university university put malaysiahello sahabat seramanraisinghandwomanraisinghandthis year build international relation great collaboration university southeast asia university thailand malaysia,0.0,0.864,0.136,0.6249,positive
adamidyrazlan,2022-09-15 09:06:04+00:00,0,Instagram,just posted a photohospital pengajar university put malaysia,en,posted photohospital pengajar university put malaysia,0.0,1.0,0.0,0.0,neutral
IabsUpm,2022-09-14 07:14:39+00:00,0,Twitter Web App,cabs up team hard at work in actiongreat moments fantastic cooperation interesting personalitiesgetting ready to fire up and boost our outreachiabsuniversitiputramalaysiauniversitasbrawijayabehindthesceneiabsupmteam,en,cab team hard work actiongreat moment fantastic cooperation interesting personalitiesgetting ready fire boost outreachiabsuniversitiputramalaysiauniversitasbrawijayabehindthesceneiabsupmteam,0.125,0.495,0.38,0.8271,positive
NewsBFM,2022-09-14 07:00:05+00:00,6,Twitter Web App, he notes that the government appointed japan international cooperation agency university put malaysia and several other agencies to conduct research in he says their report is expected be ready by end of this year or early next year,en, note government appointed japan international cooperation agency university put malaysia several agency conduct research say report expected ready end year early next year,0.0,0.937,0.063,0.3612,positive
TurnitinAPAC,2022-09-14 05:45:00+00:00,1,Loomly,the internationalisation of highereducation is invaluable for growth and collaboration an associate professor from university put malaysia looks at how this approach has been embraced effects on faculty studentsasked universities,en,internationalisation highereducation invaluable growth collaboration associate professor university put malaysia look approach embraced effect faculty studentsasked university,0.0,0.918,0.082,0.3818,positive
HIMASIERA,2022-09-11 13:39:07+00:00,0,Twitter Web App,this year stir will be attended by two universities which are the university put malaysia and kasetsart university from thailandMalaysiaThailandstir with malaysiacalendar saturday with september alarmclockam pm get,en,year stir attended two university university put malaysia kasetsart university thailandMalaysiaThailandstir malaysiacalendar saturday september alarmclockam pm get,0.0,1.0,0.0,0.0,neutral
HQGlobalMag,2022-09-09 16:47:28+00:00,0,Twitter Web App,university put malaysia is exploring new opportunities in research commercialisation entrepreneurship and workforce development by collaboration withal their first business events strategic partner to develop conventions exhibition,en,university put malaysia exploring new opportunity research commercialisation entrepreneurship workforce development collaboration withal first business event strategic partner develop convention exhibition,0.0,0.909,0.091,0.3818,positive
IabsUpm,2022-09-08 04:52:17+00:00,2,Twitter Web App,register now and secure a place at the rd international anatomical amp biomedical scientific conference iabs join usiabsuniversitiputramalaysiauniversitasbrawijaya,en,register secure place rd international anatomical amp biomedical scientific conference iabs join usiabsuniversitiputramalaysiauniversitasbrawijaya,0.0,0.765,0.235,0.5574,positive
sbesaupm,2022-09-06 11:02:27+00:00,0,Twitter for iPhone,it would be highly appreciated if you could share this telegram channel with the new students that managed to enter our school for coming smelterschool of business and economicsstudent associationuniversiti put malaysia,en,would highly appreciated could share telegram channel new student managed enter school coming smelterschool business economicsstudent associationuniversiti put malaysia,0.0,0.838,0.162,0.6997,positive
MAMALab_MSVU,2022-09-03 17:09:23+00:00,4,Hootsuite Inc.,this week the mamma lab was at had world congressin beautiful vancouver it exciting to share work from our refine study on responsive infant feeding alongside amazing began and of thrivediscoverylab and nurse human m shukri university put malaysia,en,week mamma lab world congressin beautiful vancouver exciting share work refine study responsive infant feeding alongside amazing began thrivediscoverylab nurse human shukri university put malaysia,0.0,0.679,0.321,0.9393,positive
juliewilkensmac,2022-09-03 03:12:21+00:00,3,Twitter for iPhone,amazing work in sustainability at university put malaysia learning about singles bees and trying the produce one of university oncampus farms impact sdgshighereducation,en,amazing work sustainability university put malaysia learning single bee trying produce one university oncampus farm impact sdgshighereducation,0.0,0.853,0.147,0.5859,positive
TurnitinAPAC,2022-09-01 07:00:43+00:00,1,Loomly,university put malaysia has recently scraped two of its national examinations for lower secondary students in favour continuous assessment and more appropriate intervention to be made based on students individual progress learn moreasiaed,en,university put malaysia recently scraped two national examination lower secondary student favour continuous assessment appropriate intervention made based student individual progress learn moreasiaed,0.058,0.792,0.15,0.5423,positive
sbesaupm,2022-09-01 05:01:54+00:00,0,Twitter for iPhone,school of business and economics student association best university put malaysia sbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,en,school business economics student association best university put malaysia sbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,0.0,0.724,0.276,0.6369,positive
sbesaupm,2022-09-01 04:10:45+00:00,0,Twitter for iPhone,staff in charge of bestneck muhammad did mohammedschool business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,en,staff charge bestneck muhammad mohammedschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,0.0,1.0,0.0,0.0,neutral
sbesaupm,2022-09-01 04:08:39+00:00,0,Twitter for iPhone,deputy treasurer of bestwarman thaariq ready putraschool business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,en,deputy treasurer bestwarman thaariq ready putraschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,0.0,0.733,0.267,0.4588,positive
derekyeoh,2022-08-31 11:31:48+00:00,0,Instagram,merdeka day out Malaysiaselamatharimerdeka farming farmfreshupm universitiputramalaysiafarm fresh at up,en,merdeka day Malaysiaselamatharimerdeka farming farmfreshupm universitiputramalaysiafarm fresh,0.0,0.796,0.204,0.3182,positive
biomed_etc,2022-08-31 04:55:06+00:00,0,Twitter Web App,prof dr law of mind university put malaysia up will be sharing her interesting experience in commercialising technology remain sensitive a palmbased smart emolument which target inflammatory skin conditions of those with topic dermatitis testtubepetridish,en,prof dr law mind university put malaysia sharing interesting experience commercialising technology remain sensitive palmbased smart emolument target inflammatory skin condition topic dermatitis testtubepetridish,0.0,0.791,0.209,0.802,positive
sbesaupm,2022-08-30 06:00:57+00:00,0,Twitter for iPhone,may this independence day bring fortune and success to each every one of us our country see more progress in the coming years redheartschool business economicsstudent associationuniversiti put malaysia,en,may independence day bring fortune success every one u country see progress coming year redheartschool business economicsstudent associationuniversiti put malaysia,0.0,0.799,0.201,0.7778,positive
BCCKSarawak,2022-08-29 07:09:53+00:00,0,Twitter for Android,team back participated in the business events faraway alliance best you signing ceremony at putrajaya today witnessing strategic partnership between besarawak and university put malaysia to strengthen nations sectorbccksarawak,en,team back participated business event faraway alliance best signing ceremony putrajaya today witnessing strategic partnership besarawak university put malaysia strengthen nation sectorbccksarawak,0.0,0.806,0.194,0.7579,positive
WorldFishCenter,2022-08-22 11:50:14+00:00,5,Hootsuite Inc.,megaphone worldfish renew memorandum of understanding w university put malaysia amp pains in a momentous ceremony at our he openinglearn about future plans for research knowledge transfer activities the sides backhandindexpointingrightaquaticfoods,en,megaphone worldfish renew memorandum understanding w university put malaysia amp pain momentous ceremony openinglearn future plan research knowledge transfer activity side backhandindexpointingrightaquaticfoods,0.091,0.909,0.0,-0.4215,negative
putraBschool,2022-08-21 07:47:39+00:00,0,Twitter Web App,members of ajar editorial board are a combination lectures put business school and economics university malaysia up,en,member ajar editorial board combination lecture put business school economics university malaysia,0.0,1.0,0.0,0.0,neutral
the_acse,2022-08-21 05:27:46+00:00,2,Twitter Web App,do the metricdriven culture and journal banking adverse impact local journalsprof dr gaze mahabubul alamuniversiti put malaysia malaysia,en,metricdriven culture journal banking adverse impact local journalsprof dr gaze mahabubul alamuniversiti put malaysia malaysia,0.128,0.872,0.0,-0.3612,negative
putraBschool,2022-08-20 10:28:01+00:00,1,Twitter Web App,earliest congratulations to members of the asia journal case research ajar editorial board on their appointmentsmembers are a combination lectures put business school and economics university malaysia up,en,earliest congratulation member asia journal case research ajar editorial board appointmentsmembers combination lecture put business school economics university malaysia,0.0,0.87,0.13,0.5994,positive
MuslimPro,2022-08-19 05:11:14+00:00,2,Twitter Web App,professor khatijah yusoffthe dean of the faculty biotechnology and biomolecular sciences at university put malaysia up her work has been recognised both locally international cond,en,professor khatijah yusoffthe dean faculty biotechnology biomolecular science university put malaysia work recognised locally international cond,0.0,1.0,0.0,0.0,neutral
seafoodninjainc,2022-08-18 14:15:18+00:00,4,Hootsuite Inc.,dipika roy rapt a postgraduate researcher at university put malaysia is developing technology to raise the prospects of farmersand women aquaculture sector in bangladesh and beyonddont miss full article atglobewithmeridianswomeninseafood,en,dipika roy rapt postgraduate researcher university put malaysia developing technology raise prospect farmersand woman aquaculture sector bangladesh beyonddont miss full article atglobewithmeridianswomeninseafood,0.052,0.877,0.071,0.1531,positive
yousuf_efti,2022-08-17 16:25:14+00:00,2,Twitter for Android,alhamdulillahi successfully passed the rd smelter of my ohd in management from put business school university malaysia up malaysiai am so excited to learn more th smelter long way gopad yousufefti phdlife phdstudent pus up,en,alhamdulillahi successfully passed rd smelter ohd management put business school university malaysia malaysiai excited learn th smelter long way gopad yousufefti phdlife phdstudent pu,0.0,0.839,0.161,0.7443,positive
putraBschool,2022-08-16 14:09:16+00:00,0,Twitter Web App,oh prof dato dr mood roman sullivan vice chancellor of university put malaysia up in his capacity as chairman the bog and all members extended their warm welcome to pus president amp chief executive officer azmawani and roman new member,en,oh prof dato dr mood roman sullivan vice chancellor university put malaysia capacity chairman bog member extended warm welcome pu president amp chief executive officer azmawani roman new member,0.0,0.886,0.114,0.5994,positive
mda524360,2022-08-14 06:06:50+00:00,1,Twitter for Android,after finishing your degreeafter that university put malaysia puris excellentuniversity technology malaysiautm then teknologi petronasutpplease apply at tmi have given,en,finishing degreeafter university put malaysia puris excellentuniversity technology malaysiautm teknologi petronasutpplease apply tmi given,0.064,0.936,0.0,-0.0772,negative
usembassykl,2022-08-12 05:10:34+00:00,0,Twitter Web App, hervinder your assent sigh of university pains malaysia husband church in in put upon being selected to participate in the global undergraduate exchange program glad,en, hervinder assent sigh university pain malaysia husband church put upon selected participate global undergraduate exchange program glad,0.097,0.761,0.142,0.0772,positive
sbesaupm,2022-08-12 04:39:49+00:00,0,Twitter for iPhone,looking forward to seeing all of you thereschool business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,en,looking forward seeing thereschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupmsbesaupm,0.0,1.0,0.0,0.0,neutral
DORAssessment,2022-08-12 02:01:08+00:00,3,Hootsuite Inc.,eyesearlier this monthcompiled a space public summary amp infographic for the recurs research newsletter hospital pengajar university put malaysialightbulbthe piece also contains list of responsible assessment resourcesbackhandindexpointingdown,en,eyesearlier monthcompiled space public summary amp infographic recurs research newsletter hospital pengajar university put malaysialightbulbthe piece also contains list responsible assessment resourcesbackhandindexpointingdown,0.0,0.916,0.084,0.3182,positive
usmhealthcampu1,2022-08-11 02:32:32+00:00,0,Twitter for Android,cherryblossomassalamualaikum amp slam sejahteracherryblossominvitation today workshop writing a review systematically muhammad hibatullah romlisenior lecturer university put malaysia august saturday am pmrmbackhandindexpointingright materialbackhandindexpointingright certificate,en,cherryblossomassalamualaikum amp slam sejahteracherryblossominvitation today workshop writing review systematically muhammad hibatullah romlisenior lecturer university put malaysia august saturday pmrmbackhandindexpointingright materialbackhandindexpointingright certificate,0.11,0.89,0.0,-0.3818,negative
malaymail,2022-08-10 07:36:03+00:00,2,Twitter Web App,sultan sharafuddin also called on made and university put malaysia up to carry out research towards the production of higher quality agricultural livestock products as well ensure sufficient supplymalaysia news selangor foodsecurity security,en,sultan sharafuddin also called made university put malaysia carry research towards production higher quality agricultural livestock product well ensure sufficient supplymalaysia news selangor foodsecurity security,0.0,0.809,0.191,0.7269,positive
hushine9,2022-08-05 11:26:15+00:00,0,Instagram,you look so lively did something good happenuniversity put malaysia up sprang,en,look lively something good happenuniversity put malaysia sprang,0.0,0.601,0.399,0.7678,positive
mysuncampus,2022-08-04 13:54:45+00:00,0,Twitter Web App,the conversation occurred at wine let tower block faculty of engineering university put malaysia topic red was to discuss about organizations corporate amp public energy needs audit and initiatives support for sustainabilitymysuncampus,en,conversation occurred wine let tower block faculty engineering university put malaysia topic red discus organization corporate amp public energy need audit initiative support sustainabilitymysuncampus,0.079,0.79,0.131,0.2263,positive
mysuncampus,2022-08-04 13:54:45+00:00,1,Twitter Web App,up posted the rd sun red on sustainable organization enhancementon th augustuniversity put malaysia had its roundtable discussion red enhancement,en,posted rd sun red sustainable organization enhancementon th augustuniversity put malaysia roundtable discussion red enhancement,0.0,1.0,0.0,0.0,neutral
DORAssessment,2022-08-03 16:03:36+00:00,1,Hootsuite Inc.,eyesnewcomplied a brief space public summary amp infographic for the newest edition of recurs research newsletter hospital pengajar university put malaysialightbulbthe piece also contains list responsible assessment resourcesbackhandindexpointingdown,en,eyesnewcomplied brief space public summary amp infographic newest edition recurs research newsletter hospital pengajar university put malaysialightbulbthe piece also contains list responsible assessment resourcesbackhandindexpointingdown,0.0,0.919,0.081,0.3182,positive
NST_Online,2022-08-03 09:06:05+00:00,1,Twitter Web App,station university put malaysia epidemiologist and biostatistician associate professor dr marina man said individuals who frequently travel are responsible for providing information if an infection occursmonkeypox virus infections health,en,station university put malaysia epidemiologist biostatistician associate professor dr marina man said individual frequently travel responsible providing information infection occursmonkeypox virus infection health,0.0,0.924,0.076,0.3182,positive
VectolabsT,2022-08-01 10:22:50+00:00,1,Twitter Web App,our newest internyana from university put malaysiaall the best anavectolabs up it plan scarcity enterpriseiot,en,newest internyana university put malaysiaall best anavectolabs plan scarcity enterpriseiot,0.0,0.769,0.231,0.6369,positive
iqmlhrs72,2022-07-31 09:51:16+00:00,1,Instagram,just posted a photouniversiti put malaysia,en,posted photouniversiti put malaysia,0.0,1.0,0.0,0.0,neutral
sbesaupm,2022-07-30 01:01:44+00:00,0,Twitter for iPhone,on the auspicious day of muharram may allah bless us with good health wealth peace and happiness this muharram bring an abundance warmth blessing to you your family palmsuptogetherlightskintoneschool business economicsstudent associationuniversiti put malaysia,en,auspicious day muharram may allah bless u good health wealth peace happiness muharram bring abundance warmth blessing family palmsuptogetherlightskintoneschool business economicsstudent associationuniversiti put malaysia,0.0,0.549,0.451,0.969,positive
HernandezAviva,2022-07-29 00:23:27+00:00,0,Twitter Web App,raging research and practices in malaysiareally proud of this collaboration effort between being researches from university put malaysia kebangsaan malaysia and,en,raging research practice malaysiareally proud collaboration effort research university put malaysia kebangsaan malaysia,0.133,0.745,0.122,-0.0772,negative
mawptan,2022-07-29 00:19:55+00:00,0,Twitter Web App,raging research and practices in malaysiareally proud of this collaboration effort between being researches fromuniversity put malaysia kebangsaan malaysia and,en,raging research practice malaysiareally proud collaboration effort research fromuniversity put malaysia kebangsaan malaysia,0.139,0.735,0.127,-0.0772,negative
RajadhaniGroup1,2022-07-28 12:57:45+00:00,0,Twitter Web App,memorandum of association with university put malaysiarajadhani business schoolmba admission startedfor more detail visitminusminusminusminusminusminusminusminuscontactmbalifemba coat mat maxim admissionsmba,en,memorandum association university put malaysiarajadhani business schoolmba admission startedfor detail visitminusminusminusminusminusminusminusminuscontactmbalifemba coat mat maxim admissionsmba,0.0,1.0,0.0,0.0,neutral
isnmalaysia,2022-07-27 11:50:25+00:00,1,Twitter for iPhone,organised byuniversiti put malaysia upmhospital pengajar up hpupmin collaboration withnational sports institute of isnmalaysian educational amp psychological welling society mews,en,organised byuniversiti put malaysia upmhospital pengajar hpupmin collaboration withnational sport institute isnmalaysian educational amp psychological welling society mew,0.0,0.88,0.12,0.3818,positive
sinardailymy,2022-07-24 02:47:58+00:00,0,Twitter Web App,university put malaysia up nutrition and dietetic head of department professor dr norhasmah sullivan said the issue needed to be resolved jointly by all parties because it has longer implication for country stunning overnight,en,university put malaysia nutrition dietetic head department professor dr norhasmah sullivan said issue needed resolved jointly party longer implication country stunning overnight,0.0,0.816,0.184,0.7184,positive
OwsdSecretariat,2022-07-19 08:45:20+00:00,19,Twitter Web App, owed pad fellow masha after from bangladesh has graduated the university put malaysia with her in agricultural sciences thesis focused on role of social capital empowering rural woman through incomegenerating activities congratulations to dr after,en, owed pad fellow masha bangladesh graduated university put malaysia agricultural science thesis focused role social capital empowering rural woman incomegenerating activity congratulation dr,0.0,0.835,0.165,0.7579,positive
MohdRid52476597,2022-07-18 13:50:42+00:00,0,Instagram,my happiness smilingfacewithhearteyessmilingfacewithheartsfaceblowingakissfarm fresh university put malaysia,en,happiness smilingfacewithhearteyessmilingfacewithheartsfaceblowingakissfarm fresh university put malaysia,0.0,0.459,0.541,0.7096,positive
YayasanTAR,2022-07-18 04:55:45+00:00,74,Twitter for iPhone,introducing ourtrunk scholar nail malyanah into man firstyear english language amp linguistic student at university put malaysia upopenbook read more about below downarrowpushpin stay tuned as we introduce of esteemed scholars,en,introducing ourtrunk scholar nail malyanah man firstyear english language amp linguistic student university put malaysia upopenbook read downarrowpushpin stay tuned introduce esteemed scholar,0.0,0.912,0.088,0.4404,positive
sinardailymy,2022-07-17 02:08:31+00:00,0,Twitter Web App,university put malaysia road safety research centre chief professor marya dr law this ha said this usually occurred when an individual was wrapped in a heavy traffic jam due to the rising number of vehicles on recently bully cases vehicle,en,university put malaysia road safety research centre chief professor marya dr law ha said usually occurred individual wrapped heavy traffic jam due rising number vehicle recently bully case vehicle,0.071,0.777,0.152,0.3919,positive
sean_cso,2022-07-15 03:54:05+00:00,7,Twitter for Android,dr sit army fadhilah into ismail from university put malaysia shared her thoughts about empathybuilding as a violence prevention,en,dr sit army fadhilah ismail university put malaysia shared thought empathybuilding violence prevention,0.182,0.711,0.107,-0.4019,negative
mysuncampus,2022-07-12 03:11:40+00:00,1,Twitter Web App,daysustainability workshop amp management meeting discussing results and actionsthe sun mood was led by oh joanneum university put malaysiamysuncampus erasmuspluscbhe erasmusplus sustainablecampus,en,daysustainability workshop amp management meeting discussing result actionsthe sun mood led oh joanneum university put malaysiamysuncampus erasmuspluscbhe erasmusplus sustainablecampus,0.0,1.0,0.0,0.0,neutral
sbesaupm,2022-07-10 11:04:21+00:00,0,Twitter for iPhone,you worked hard for this smelter so give your best effort wishes to all smilingfacewithopenhandsschool of business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,en,worked hard smelter give best effort wish smilingfacewithopenhandsschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,0.053,0.718,0.229,0.6872,positive
sbesaupm,2022-07-09 11:07:05+00:00,0,Twitter for iPhone,may all your sacrifices pay you well and cherish joyous moments with loved ones on this sacred day of eidaladha sparklerschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,en,may sacrifice pay well cherish joyous moment loved one sacred day eidaladha sparklerschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,0.04,0.598,0.362,0.9062,positive
NST_Online,2022-07-09 07:44:12+00:00,4,Sprout Social,station university put malaysia recorded the highest number of successful applicationsresearch projects jordan university science and technology was largest partner in by receiving ,en,station university put malaysia recorded highest number successful applicationsresearch project jordan university science technology largest partner receiving ,0.0,0.805,0.195,0.6249,positive
ilhamjer_,2022-07-06 14:12:43+00:00,12,Twitter for iPhone,good evening all glowingstaron with julian i will be handling ossis superfluity staking course at university put malaysia sprangyou learn about blockchain common liquidity pool chance to win a ledger and much morethis for free foldedhandslightskintone help me itredheart,en,good evening glowingstaron julian handling ossis superfluity staking course university put malaysia sprangyou learn blockchain common liquidity pool chance win ledger much morethis free foldedhandslightskintone help itredheart,0.0,0.685,0.315,0.9287,positive
sbesaupm,2022-07-05 06:50:28+00:00,1,Twitter for iPhone,utilise your study week to the fullestschool of business and economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,en,utilise study week fullestschool business economicsstudent associationuniversiti put malaysiasbesaupmspeupmberilmuberbaktiweloveupm,0.0,1.0,0.0,0.0,neutral
DsmeEngineering,2022-07-02 02:30:07+00:00,0,Twitter Web App,visit from promotion and commercialisation division put science park pp university malaysia up at dome group booth,en,visit promotion commercialisation division put science park pp university malaysia dome group booth,0.0,1.0,0.0,0.0,neutral
sinardailymy,2022-06-30 05:38:47+00:00,1,Twitter Web App,a foul stench emanating from hostel room led to the discovery of body male university put malaysia student on tuesday night up suddendeath,en,foul stench emanating hostel room led discovery body male university put malaysia student tuesday night suddendeath,0.136,0.864,0.0,-0.5106,negative
NST_Online,2022-06-29 06:51:30+00:00,2,TweetDeck,station a finalyear variety student was found dead in room of residential college at university put malaysia sprang yesterday,en,station finalyear variety student found dead room residential college university put malaysia sprang yesterday,0.202,0.798,0.0,-0.6486,negative
iojthetouch,2022-06-28 09:36:05+00:00,4,Twitter for iPhone,today we had fun and chill moments with our newly appointed ion student ambassadors from university malay kebangsaan malaysia uowmkdu unirazak slam antarabangsa the one academy put point college icons,en,today fun chill moment newly appointed ion student ambassador university malay kebangsaan malaysia uowmkdu unirazak slam antarabangsa one academy put point college icon,0.077,0.826,0.097,0.1779,positive
NewsBFM,2022-06-27 06:31:56+00:00,24,Twitter Web App, the others are sazlinda kamaruzaman university put malaysia and low may lee international medical university malaysiasincehas sent a total ofscientists to participate in meeting,en, others sazlinda kamaruzaman university put malaysia low may lee international medical university malaysiasincehas sent total ofscientists participate meeting,0.087,0.913,0.0,-0.2732,negative
ucoptempe,2022-06-24 02:38:11+00:00,0,Twitter Web App,datejunewednesdaytimeam untilpmplace perpustakaan sultan about salad university put malaysia japan upsprang selangorpreregistrationto all job seekers i look forward to seeing you thereeisperkeso,en,datejunewednesdaytimeam untilpmplace perpustakaan sultan salad university put malaysia japan upsprang selangorpreregistrationto job seeker look forward seeing thereeisperkeso,0.0,1.0,0.0,0.0,neutral
DarrellLuke,2022-06-21 09:30:33+00:00,0,Twitter Web App,guns i just got appointed as the committee for industry representative university put malaysia some of science programs which includes bachelor bioindustry science,en,gun got appointed committee industry representative university put malaysia science program includes bachelor bioindustry science,0.0,1.0,0.0,0.0,neutral
