User,Date_Created,Number_of_Likes,Source_of_Tweet,Tweet,Language,Tokenized_Tweet,Negative,Neutral,Positive,Compound,Sentiment
michellengms,2022-09-23 12:03:42+00:00,6,Twitter for iPhone,i am beyond glad to have the opportunity visit rd break up exhibition museum of ltd organised by department psychology in collaboration with student clubs sunday university ,en,beyond glad opportunity visit rd break exhibition museum ltd organised department psychology collaboration student club sunday university ,0.0,0.805,0.195,0.7003,positive
Geriatrics_MDPI,2022-09-22 13:56:40+00:00,0,Twitter Web App,we congratulate researches from sunday university on their publicationvirtual group exercises and psychological status among communitydwelling older adults during the covid anaemic—a sensibility study,en,congratulate research sunday university publicationvirtual group exercise psychological status among communitydwelling older adult covid anaemic sensibility study,0.0,0.878,0.122,0.4939,positive
SunwayCPH,2022-09-22 11:14:40+00:00,3,Twitter for iPhone,world car free day is a dedicated to encourage people give up using their vehicles for dayread below more intoworldcarfreeday airpollution congestion cleanairplanetaryhealth sunwaycph sunwayuniversity,en,world car free day dedicated encourage people give using vehicle dayread intoworldcarfreeday airpollution congestion cleanairplanetaryhealth sunwaycph sunwayuniversity,0.0,0.686,0.314,0.8625,positive
SunwayCPH,2022-09-22 11:14:38+00:00,8,Twitter for iPhone,what would a day without cars look like thinkingfaceworldcarfreeday airpollution congestion cleanairplanetaryhealth sunwaycph sunwayuniversity,en,would day without car look like thinkingfaceworldcarfreeday airpollution congestion cleanairplanetaryhealth sunwaycph sunwayuniversity,0.15,0.85,0.0,-0.2755,negative
SRMUAP,2022-09-22 08:55:34+00:00,0,Twitter Web App,congratulations to assistant professor dr j vinesse prakash for presenting his paper at the with even convention held sunday university tula tumour malaysiaresearchatsrmapinternationalconvention srmuap stamp paperpresentation,en,congratulation assistant professor dr j vinesse prakash presenting paper even convention held sunday university tula tumour malaysiaresearchatsrmapinternationalconvention srmuap stamp paperpresentation,0.0,0.86,0.14,0.5994,positive
AmberlyGift,2022-09-22 07:16:31+00:00,1,Twitter for Android,here we go sunwayuniversity campuswithaconsciencecampushappeninghappydaypreservedfloweraromastones,en,go sunwayuniversity campuswithaconsciencecampushappeninghappydaypreservedfloweraromastones,0.0,1.0,0.0,0.0,neutral
SunwayCPH,2022-09-21 12:00:39+00:00,6,Twitter for iPhone,poet activist ampsupportershared a beautiful amp powerful poem at the un general assemblymen full video on our instagramorcreditunga globalgoals planetaryhealth sunwaycph sunwayuniversity unga unga,en,poet activist ampsupportershared beautiful amp powerful poem un general assemblyman full video instagramorcreditunga globalgoals planetaryhealth sunwaycph sunwayuniversity unga unga,0.0,0.758,0.242,0.7717,positive
limwengmarc,2022-09-21 10:38:47+00:00,0,Instagram,just posted a photosunway university,en,posted photosunway university,0.0,1.0,0.0,0.0,neutral
leongkingleong,2022-09-21 09:55:32+00:00,0,Twitter for Android,happened at pmsunway university area,en,happened pmsunway university area,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-09-21 09:26:38+00:00,0,Twitter Web App,join us tomorrow at the mosthappeningcampus for an exciting session of proto journey embracing future of work with protoaclassabove sunwayuniversity protonmalaysia,en,join u tomorrow mosthappeningcampus exciting session proto journey embracing future work protoaclassabove sunwayuniversity protonmalaysia,0.0,0.779,0.221,0.6597,positive
ravinsingh8,2022-09-20 15:59:50+00:00,0,Instagram,together with dinners of sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,en,together dinner sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,0.0,1.0,0.0,0.0,neutral
ravinsingh8,2022-09-20 15:57:44+00:00,0,Instagram,min talk on good health amp weakness as rd sgsunday university,en,min talk good health amp weakness rd sgsunday university,0.19,0.612,0.197,0.0258,positive
ravinsingh8,2022-09-20 15:55:40+00:00,0,Instagram,team malaysia at sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,en,team malaysia sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,0.0,1.0,0.0,0.0,neutral
ravinsingh8,2022-09-20 15:52:12+00:00,0,Instagram,volunteers bringing before sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,en,volunteer bringing sun tower run towerrunning stairswalking malaysiatowerrunningassociationsunway university,0.0,1.0,0.0,0.0,neutral
ravinsingh8,2022-09-20 15:32:06+00:00,0,Instagram,malaysian towerrunning future looks brighttowerrunning malaysiatowerrunningassociationsunway university,en,malaysian towerrunning future look brighttowerrunning malaysiatowerrunningassociationsunway university,0.0,1.0,0.0,0.0,neutral
ravinsingh8,2022-09-20 15:23:12+00:00,0,Instagram,limit salt to justtea spoon a daysunday university,en,limit salt justtea spoon daysunday university,0.0,1.0,0.0,0.0,neutral
SunwayCPH,2022-09-20 01:58:28+00:00,1,Twitter for iPhone,link to registerdateseptember time me amam get via zoomplanetaryhealth intra season sunwaycph sunwayuniversity humanhealth ecologicalhealth,en,link registerdateseptember time amam get via zoomplanetaryhealth intra season sunwaycph sunwayuniversity humanhealth ecologicalhealth,0.0,1.0,0.0,0.0,neutral
SunwayCPH,2022-09-20 01:41:13+00:00,5,Twitter for iPhone,megaphone its tomorrow the event will also be fully online so register and dont miss outintra season planetaryhealth sunwaycph sunwayuniversity humanhealth ecologicalhealth,en,megaphone tomorrow event also fully online register dont miss outintra season planetaryhealth sunwaycph sunwayuniversity humanhealth ecologicalhealth,0.0,0.936,0.064,0.1139,positive
athzln,2022-09-19 15:07:55+00:00,1,Twitter for iPhone,sunday university student councilsusc,en,sunday university student councilsusc,0.0,1.0,0.0,0.0,neutral
SRLeino,2022-09-19 09:38:21+00:00,5,Twitter for iPhone,had the pleasure of visitingtoday with counsellorand meeting co see professor elisabeth lee and president sunday university sibrandes popped look forward to strengthening cooperation finnish universities,en,pleasure visitingtoday counsellorand meeting co see professor elisabeth lee president sunday university sibrandes popped look forward strengthening cooperation finnish university,0.0,0.777,0.223,0.7845,positive
SunwayU,2022-09-19 09:37:15+00:00,1,Twitter Web App,visit the vulvo malaysia booth at our sunday university local action for global goals festival a pureexperieince of inner harmony with contemporary design and discover more sustainable materials that characterises every detail xc charge pure electric,en,visit vulvo malaysia booth sunday university local action global goal festival pureexperieince inner harmony contemporary design discover sustainable material characterises every detail xc charge pure electric,0.0,0.848,0.152,0.7096,positive
SunwayU,2022-09-19 04:30:00+00:00,2,Twitter Web App,dont you just love the mouthwatering deliciousness of freshly baked homemade soft coloniesoka colonies got covered at our sunday university local actions for global goals festival swing by their booth sustainable marketplace to taste your favourite cook,en,dont love mouthwatering deliciousness freshly baked homemade soft coloniesoka colony got covered sunday university local action global goal festival swing booth sustainable marketplace taste favourite cook,0.078,0.784,0.138,0.3883,positive
SunwayU,2022-09-19 03:45:00+00:00,1,Twitter Web App,hey coffee enthusiast invite your friends and family for a good time of gumma with cheek up at the for during our sunday university local actions global goals festival hotbeveragefacesavoringfooddont forget to grab free cuba before lookoutcampuswithaconscience,en,hey coffee enthusiast invite friend family good time gumma cheek sunday university local action global goal festival hotbeveragefacesavoringfooddont forget grab free cuba lookoutcampuswithaconscience,0.04,0.611,0.349,0.9287,positive
SunwayU,2022-09-18 13:54:21+00:00,4,Twitter Web App,together with refill mobile we say lets make use of those containerrefill your needed cleaning agents dry foods or personal care products at our sunday university local action for global goals festival just bring own bottlecontainer and refill,en,together refill mobile say let make use containerrefill needed cleaning agent dry food personal care product sunday university local action global goal festival bring bottlecontainer refill,0.0,0.849,0.151,0.7506,positive
eurospan,2022-09-16 09:37:00+00:00,0,TweetDeck,with september marks malaysia day commemorating the establishment of malaysian federation on that date inwere celebrating today by fearing sunday university press beautiful new title colours malaysia which explored art,en,september mark malaysia day commemorating establishment malaysian federation date inwere celebrating today fearing sunday university press beautiful new title colour malaysia explored art,0.097,0.705,0.198,0.5994,positive
richardker,2022-09-15 09:50:27+00:00,65,Twitter Web App,sunday medical centre is malaysias largest private hospital with almostbedsthe education group hasdifferent institutionsit includes months university malaysia amp morethere also in real estate trading hospitalitysunday pick,en,sunday medical centre malaysia largest private hospital almostbedsthe education group hasdifferent institutionsit includes month university malaysia amp morethere also real estate trading hospitalitysunday pick,0.0,1.0,0.0,0.0,neutral
DrHaidershah,2022-09-14 17:15:21+00:00,1,Twitter Web App,another sessiontheme how to publish in high impact journalsguest speaker arshin sharifassociate professorsunway university malaysiaanother great opportunity dont miss itlink join us,en,another sessiontheme publish high impact journalsguest speaker arshin sharifassociate professorsunway university malaysiaanother great opportunity dont miss itlink join u,0.067,0.638,0.296,0.7548,positive
oscarxferral,2022-09-14 13:18:34+00:00,0,Twitter for iPhone,sunday university,en,sunday university,0.0,1.0,0.0,0.0,neutral
SunwayU,2022-09-14 07:50:09+00:00,2,Twitter Web App,your dawdling hobby can now be sustainable with huaweimatepadpro at our sunday university local action for global goalsfestival you discover how to unless creativity digital huawei mobilevisit their booth between with word september ,en,dawdling hobby sustainable huaweimatepadpro sunday university local action global goalsfestival discover unless creativity digital huawei mobilevisit booth word september ,0.0,0.925,0.075,0.3818,positive
themicpa,2022-09-13 10:09:37+00:00,3,Twitter for iPhone,check out today article in the star fearing lee you in micro amp ca and member sunday university graduate audit assistant manager of king melbourne where he shares how dual professional qualification has prepared him to become a futureready accountant,en,check today article star fearing lee micro amp ca member sunday university graduate audit assistant manager king melbourne share dual professional qualification prepared become futureready accountant,0.084,0.822,0.094,-0.1531,positive
av_official,2022-09-12 16:04:06+00:00,0,WordPress.com,taught international masters scholarship at sunday university malaysia,en,taught international master scholarship sunday university malaysia,0.0,1.0,0.0,0.0,neutral
daorolforph,2022-09-12 08:57:49+00:00,2,Twitter Web App,thank you so much sunday university for a highyield seen quality assurance conference ,en,thank much sunday university highyield seen quality assurance conference ,0.0,0.671,0.329,0.5994,positive
SunwayCPH,2022-09-12 06:23:27+00:00,5,Twitter for iPhone,happy monday sparklesseedlingleafflutteringinwindquote bysustainability balance revolution planetaryhealth sunwaycph sunwayuniversity,en,happy monday sparklesseedlingleafflutteringinwindquote bysustainability balance revolution planetaryhealth sunwaycph sunwayuniversity,0.0,0.684,0.316,0.5719,positive
WahTien,2022-09-12 02:01:50+00:00,0,Twitter Web App,break up exhibition is livestarts fromsept toart gallery sunday university,en,break exhibition livestarts fromsept toart gallery sunday university,0.0,1.0,0.0,0.0,neutral
hakita_my,2022-09-11 12:01:05+00:00,0,Twitter Web App,during our september action week well be collaboration with sunday university and strata in an event called celebrating fathers rights encompassing a series of interesting enlightening sessionsdont forget to register yourselves via this link,en,september action week well collaboration sunday university stratum event called celebrating father right encompassing series interesting enlightening sessionsdont forget register via link,0.046,0.671,0.283,0.872,positive
MissAlbert18,2022-09-11 05:24:20+00:00,0,Twitter for Android,those freshness going into sunday university and talking nonsense about the facilities or advanced technologies on camps be grateful your at astar private in first place,en,freshness going sunday university talking nonsense facility advanced technology camp grateful astar private first place,0.088,0.749,0.163,0.3182,positive
thekopidao,2022-09-09 07:22:07+00:00,16,Typefully,we had the privilege to run a web workshop withandat sunday university recently response was amazing and can thank you all enough for support redheartsincerely froma thread more about event backhandindexpointingdown,en,privilege run web workshop withandat sunday university recently response amazing thank enough support redheartsincerely froma thread event backhandindexpointingdown,0.0,0.693,0.307,0.8885,positive
ConsultantsNpi,2022-09-08 12:51:07+00:00,2,Twitter Web App,graduationcapgraduationcapMalaysiaMalaysiaMalaysiaMalaysiagraduationcapgraduationcaphave you been waiting to make your study abroad dreams come true kick start educational career while a at sunday university and earn the international recognized dual degreelaptop,en,graduationcapgraduationcapMalaysiaMalaysiaMalaysiaMalaysiagraduationcapgraduationcaphave waiting make study abroad dream come true kick start educational career sunday university earn international recognized dual degreelaptop,0.0,0.82,0.18,0.6705,positive
el4ura,2022-09-08 04:41:00+00:00,12,Twitter for iPhone,seeing sunday university or soul in someone big makes me feel so icy loudlycryingface,en,seeing sunday university soul someone big make feel icy loudlycryingface,0.0,1.0,0.0,0.0,neutral
gsyeoh,2022-09-07 02:07:50+00:00,1,Twitter Web App,delighted to conduct a workshop on data quality for business intelligencesunway university sunwayuniversity datascience,en,delighted conduct workshop data quality business intelligencesunway university sunwayuniversity datascience,0.0,0.784,0.216,0.5106,positive
UNLVFineArts,2022-09-06 21:34:03+00:00,5,Hootsuite Inc.,denote address by prof stiffen lehmann what matters now the nextgeneration city geoffrey cheap distinguished speaker series sunday group and university malaysia seeonline rep for freeunlvartsworldwide,en,denote address prof stiffen lehmann matter nextgeneration city geoffrey cheap distinguished speaker series sunday group university malaysia seeonline rep freeunlvartsworldwide,0.0,0.958,0.042,0.0258,positive
gsyeoh,2022-09-06 09:19:23+00:00,1,Twitter for Android,visiting sunday university best faculty of the year,en,visiting sunday university best faculty year,0.0,0.625,0.375,0.6369,positive
SunwayU,2022-09-05 12:00:00+00:00,3,Twitter Web App,megaphone dear postgraduates we are glad to inform you that the st sunday university postgraduate research symposium registration deadline has been extended th september join us for an insightful session by signing up today atlivelearnlead,en,megaphone dear postgraduate glad inform st sunday university postgraduate research symposium registration deadline extended th september join u insightful session signing today atlivelearnlead,0.0,0.804,0.196,0.7783,positive
albnok,2022-09-02 17:21:50+00:00,0,Instagram,satisfying latergram sunwayuniversity,en,satisfying latergram sunwayuniversity,0.0,0.4,0.6,0.4588,positive
JlSUNGlST,2022-09-02 10:59:15+00:00,2,Twitter for iPhone,like if she wants to be treated a fucking royal go enjoy in taylor university or sunday which are two of the most expensive universities malaysia loudlycryingface,en,like want treated fucking royal go enjoy taylor university sunday two expensive university malaysia loudlycryingface,0.0,0.801,0.199,0.7152,positive
FutureLab_my,2022-09-02 09:40:19+00:00,1,Twitter for iPhone,welcome board to the futurelab ambassadors team partyingfacewe are excited announce that were boardedcamps from various local universities such as sunday university until multimedia curtain university and more,en,welcome board futurelab ambassador team partyingfacewe excited announce boardedcamps various local university sunday university multimedia curtain university,0.0,0.828,0.172,0.6597,positive
slmccmwhqm,2022-09-01 09:41:49+00:00,1,Twitter Web App,hear more from dr rent in end of globalhealthmatters studiomicrophonepodcastbackhandindexpointingrightinterview newpodcast spotifypodcast careersinhealth education healthequity who publichealth healthcare globalhealth,en,hear dr rent end globalhealthmatters studiomicrophonepodcastbackhandindexpointingrightinterview newpodcast spotifypodcast careersinhealth education healthequity publichealth healthcare globalhealth,0.0,1.0,0.0,0.0,neutral
naniesc,2022-09-01 07:13:55+00:00,0,Twitter for iPhone,sunday pyramidsunway universitymonash universityaccessibilityeasy access to lip save elite highwaymaju expressly and putrajaya cyberjaya pushing tula tumour klanlie etc mind pushing town band petercyberjaya amp putrajayakindly do me,en,sunday pyramidsunway universitymonash universityaccessibilityeasy access lip save elite highwaymaju expressly putrajaya cyberjaya pushing tula tumour klanlie etc mind pushing town band petercyberjaya amp putrajayakindly,0.0,0.894,0.106,0.4939,positive
MyCEB,2022-09-01 02:06:11+00:00,2,Twitter for iPhone,sicca business strategy roundtablembewexploring the importance of research and data application with dr daniel cong associate dean hospitality management sunday university pelvis tongcountry manager amp international marketing asia eurodrug,en,sicca business strategy roundtablembewexploring importance research data application dr daniel cong associate dean hospitality management sunday university pelvis tongcountry manager amp international marketing asia eurodrug,0.0,0.918,0.082,0.3612,positive
AbuBaka58628458,2022-08-31 23:31:03+00:00,0,Twitter Web App,in swinburne university everybody are so hope about things when it comes to foods bow taste like shit dont trust anything what they say its bullshit sunday cafeteria way better,en,swinburne university everybody hope thing come food bow taste like shit dont trust anything say bullshit sunday cafeteria way better,0.234,0.555,0.211,-0.2408,negative
naijjobs,2022-08-31 15:19:54+00:00,0,WordPress.com, taught international masters scholarship at sunday university in malaysia,en, taught international master scholarship sunday university malaysia,0.0,1.0,0.0,0.0,neutral
eurospan,2022-08-31 08:47:00+00:00,0,TweetDeck,the must of august marks malaysian day independence hair merdeka today were highlighting colours malaysia from sunday university press which celebrates art history and work renowned artist amirudin paraffin on bookstore,en,must august mark malaysian day independence hair merdeka today highlighting colour malaysia sunday university press celebrates art history work renowned artist amirudin paraffin bookstore,0.0,0.89,0.11,0.5719,positive
biomed_etc,2022-08-31 04:55:05+00:00,0,Twitter Web App,biomedetc is pleased to welcome professor abhimanyu veerakumarasivam from sunday university share the current opportunities and challenges in today science sparkles ,en,biomedetc pleased welcome professor abhimanyu veerakumarasivam sunday university share current opportunity challenge today science sparkle ,0.0,0.512,0.488,0.9062,positive
updatefly,2022-08-30 12:52:51+00:00,0,WordPress.com,taught international scholarship at sunday university – malaysia,en,taught international scholarship sunday university malaysia,0.0,1.0,0.0,0.0,neutral
GnzConsulting,2022-08-30 12:50:34+00:00,0,Twitter for Android,please find below the latest scholarship opportunities around worldjack eating fund at university of melbourne in australian taught international masters scholarship sunday malaysiascholarshipsapplyforscholarships,en,please find latest scholarship opportunity around worldjack eating fund university melbourne australian taught international master scholarship sunday malaysiascholarshipsapplyforscholarships,0.0,0.811,0.189,0.5994,positive
thuglyfe_J,2022-08-30 09:13:10+00:00,0,Twitter for iPhone,malaysiasunway university malaysia discount,en,malaysiasunway university malaysia discount,0.0,1.0,0.0,0.0,neutral
SMLS_SunU,2022-08-30 03:33:32+00:00,0,Twitter Web App,presenting the st sunday university postgraduate research symposiumgraduationcapto be held onampseptemberthis symposium aims to showcase great work by postgraduates at register here memo,en,presenting st sunday university postgraduate research symposiumgraduationcapto held onampseptemberthis symposium aim showcase great work postgraduate register memo,0.0,0.843,0.157,0.6249,positive
DaOptimistic,2022-08-29 18:24:37+00:00,0,Twitter for Android, taught international scholarship at malaysias sunday university,en, taught international scholarship malaysia sunday university,0.0,1.0,0.0,0.0,neutral
4ginfomedia,2022-08-29 15:40:00+00:00,0,WordPress.com, taught international scholarship at sunday university – malaysia,en, taught international scholarship sunday university malaysia,0.0,1.0,0.0,0.0,neutral
BusinessTodayM1,2022-08-26 02:49:50+00:00,0,WordPress.com,taylor university and sunday win seen data science explorers usenational final malaysia,en,taylor university sunday win seen data science explorer usenational final malaysia,0.0,0.743,0.257,0.5859,positive
NDTiong_Edu,2022-08-26 02:11:13+00:00,1,Twitter Web App,sunday university fairly crowdedbusy during term but in glad for little pockets of open space where you can just sit and compress between tasks nice absent sound here in the for too fountain grand piano etc,en,sunday university fairly crowdedbusy term glad little pocket open space sit compress task nice absent sound fountain grand piano etc,0.0,0.738,0.262,0.9136,positive
choe_jaeyeon,2022-08-25 18:30:46+00:00,10,Twitter Web App,it was my pleasure being invited as a visiting research fellow to sunday university malaysia many thanks all the staff for very warm welcome hospitality amp friendship really looking forward continuing work with of yousoutheastasia tourism collaboration,en,pleasure invited visiting research fellow sunday university malaysia many thanks staff warm welcome hospitality amp friendship really looking forward continuing work yousoutheastasia tourism collaboration,0.0,0.674,0.326,0.9322,positive
Science_Open,2022-08-24 08:09:00+00:00,1,Twitter Web App,discover the book great thinkers minds sunday university professorial lecture serieshighlighting original researchbased findings in different respective areas of expertisebooktwitter,en,discover book great thinker mind sunday university professorial lecture serieshighlighting original researchbased finding different respective area expertisebooktwitter,0.0,0.649,0.351,0.8481,positive
HanieRBohlender,2022-08-24 06:39:42+00:00,0,LinkedIn,roundtable sessionfamily business perspective on edge was invited by binapavo and the igscsunway institute for global strategy competitiveness led prof prevail armed yuma fujimoto team from sunday university schon…,en,roundtable sessionfamily business perspective edge invited binapavo igscsunway institute global strategy competitiveness led prof prevail armed yuma fujimoto team sunday university schon ,0.0,1.0,0.0,0.0,neutral
NatyNoronha4,2022-08-23 17:44:44+00:00,0,Twitter for Android,sunday university during could,en,sunday university could,0.0,1.0,0.0,0.0,neutral
habsalone,2022-08-23 14:47:26+00:00,2,Twitter for Android,congratulations captain we need to play a novelty match us university vs sunday rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,en,congratulation captain need play novelty match u university v sunday rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughing,0.0,0.636,0.364,0.743,positive
SunwayU,2022-08-23 11:59:37+00:00,2,Twitter Web App,hey sunwayians mark your calendars becausewill be taking over the mosthappeningcampus swing by sunday university for tomorrow at am to enjoy rawrsome activitiesthere are also exciting surprise won so dont miss out see you there sunwayiansstarstrucksparkles,en,hey sunwayians mark calendar becausewill taking mosthappeningcampus swing sunday university tomorrow enjoy rawrsome activitiesthere also exciting surprise dont miss see sunwayiansstarstrucksparkles,0.0,0.69,0.31,0.9173,positive
Science_Open,2022-08-23 10:10:00+00:00,0,Twitter Web App,explore the collection of sunday university press for more books groundbreaking research and exciting new ideas,en,explore collection sunday university press book groundbreaking research exciting new idea,0.0,0.824,0.176,0.4939,positive
studymsia,2022-08-23 09:00:23+00:00,0,Hootsuite Inc.,sunday university has organized the taught masters scholarship this is an open scholarship opportunity for students of all nationalities applying studies at universitydeadline ongoingmore detailsbiasiswa,en,sunday university organized taught master scholarship open scholarship opportunity student nationality applying study universitydeadline ongoingmore detailsbiasiswa,0.0,0.896,0.104,0.4215,positive
fauziyusoff,2022-08-23 07:22:34+00:00,0,Instagram,just posted a photosunway university college,en,posted photosunway university college,0.0,1.0,0.0,0.0,neutral
AgtcGenomics,2022-08-23 07:09:20+00:00,0,Twitter for iPhone,at genomics is proud to be the industry partner with sunday university in develop innovative initiatives and facilitating transfer of skill expertise explore joint academic research activitiesread more here,en,genomics proud industry partner sunday university develop innovative initiative facilitating transfer skill expertise explore joint academic research activitiesread,0.0,0.818,0.182,0.7184,positive
